name,latitude,longitude,place_id
Food Basics,43.7051558,-79.3472278,ChIJddjcKPvM1IkR3QK_bhuM1DY
Longo's Leaside,43.7064544,-79.3595227,ChIJxc6GqN3M1IkR5KeSVS1QcOY
Sunny Foodmart,43.71410229999999,-79.3332732,ChIJlyjQQ6rN1IkR-gBW0EODn9s
Iqbal Foods Thorncliffe- Under Construction,43.7087677,-79.34483780000001,ChIJQeHPMOTM1IkRHsIOzPI0Zr0
Al-Mina Halal Meat and Grocery shop,43.7044851,-79.3498247,ChIJIf3QCuXM1IkR65aWzSqKRVI
